Million Plus Cities,Cause category,Cause Subcategory,Outcome of Incident,Count
Bhopal,Weather,Hail/Sleet,Minor Injury,5.0
Bhopal,Weather,Hail/Sleet,Persons Killed,2.0
Bhopal,Weather,Hail/Sleet,Total number of Accidents,11.0
Bhopal,Weather,Hail/Sleet,Total Injured,7.0
Bhopal,Weather,Others,Greviously Injured,29.0
Bhopal,Weather,Others,Minor Injury,147.0
Bhopal,Weather,Others,Persons Killed,31.0
Bhopal,Weather,Others,Total number of Accidents,263.0
Bhopal,Weather,Others,Total Injured,176.0
Bhopal,Weather,Rainy,Greviously Injured,21.0
Bhopal,Weather,Rainy,Minor Injury,162.0
Bhopal,Weather,Rainy,Persons Killed,24.0
Bhopal,Weather,Rainy,Total number of Accidents,198.0
Bhopal,Weather,Rainy,Total Injured,183.0
Bhopal,Weather,Sunny/Clear,Greviously Injured,123.0
Bhopal,Weather,Sunny/Clear,Minor Injury,1270.0
Bhopal,Weather,Sunny/Clear,Persons Killed,169.0
Bhopal,Weather,Sunny/Clear,Total number of Accidents,1764.0
Bhopal,Weather,Sunny/Clear,Total Injured,1393.0
Chandigarh,Weather,Foggy and Misty,Greviously Injured,0.0
Chandigarh,Weather,Foggy and Misty,Minor Injury,3.0
Chandigarh,Weather,Foggy and Misty,Persons Killed,6.0
Chandigarh,Weather,Foggy and Misty,Total number of Accidents,6.0
Chandigarh,Weather,Foggy and Misty,Total Injured,3.0
Chandigarh,Weather,Hail/Sleet,Greviously Injured,0.0
Chandigarh,Weather,Hail/Sleet,Minor Injury,0.0
Chandigarh,Weather,Hail/Sleet,Persons Killed,0.0
Chandigarh,Weather,Hail/Sleet,Total number of Accidents,0.0
Chandigarh,Weather,Hail/Sleet,Total Injured,0.0
Chandigarh,Weather,Others,Greviously Injured,0.0
Chandigarh,Weather,Others,Minor Injury,0.0
Chandigarh,Weather,Others,Persons Killed,0.0
Chandigarh,Weather,Others,Total number of Accidents,0.0
Chandigarh,Weather,Others,Total Injured,0.0
Chandigarh,Weather,Rainy,Greviously Injured,0.0
Chandigarh,Weather,Rainy,Minor Injury,0.0
Chandigarh,Weather,Rainy,Persons Killed,1.0
Chandigarh,Weather,Rainy,Total number of Accidents,1.0
Chandigarh,Weather,Rainy,Total Injured,0.0
Chandigarh,Weather,Sunny/Clear,Greviously Injured,14.0
Chandigarh,Weather,Sunny/Clear,Minor Injury,131.0
Chandigarh,Weather,Sunny/Clear,Persons Killed,46.0
Chandigarh,Weather,Sunny/Clear,Total number of Accidents,152.0
Chandigarh,Weather,Sunny/Clear,Total Injured,145.0
Chennai,Weather,Foggy and Misty,Greviously Injured,187.0
Chennai,Weather,Foggy and Misty,Minor Injury,407.0
Chennai,Weather,Foggy and Misty,Persons Killed,132.0
Chennai,Weather,Foggy and Misty,Total number of Accidents,667.0
Chennai,Weather,Foggy and Misty,Total Injured,594.0
Chennai,Weather,Hail/Sleet,Greviously Injured,0.0
Chennai,Weather,Hail/Sleet,Minor Injury,0.0
Chennai,Weather,Hail/Sleet,Persons Killed,0.0
Chennai,Weather,Hail/Sleet,Total number of Accidents,0.0
Chennai,Weather,Hail/Sleet,Total Injured,0.0
Chennai,Weather,Others,Greviously Injured,143.0
Chennai,Weather,Others,Minor Injury,269.0
Chennai,Weather,Others,Persons Killed,144.0
Chennai,Weather,Others,Total number of Accidents,507.0
Chennai,Weather,Others,Total Injured,412.0
Chennai,Weather,Rainy,Greviously Injured,279.0
Chennai,Weather,Rainy,Minor Injury,1521.0
Chennai,Weather,Rainy,Persons Killed,289.0
Chennai,Weather,Rainy,Total number of Accidents,1655.0
Chennai,Weather,Rainy,Total Injured,1800.0
Chennai,Weather,Sunny/Clear,Greviously Injured,332.0
Chennai,Weather,Sunny/Clear,Minor Injury,1125.0
Chennai,Weather,Sunny/Clear,Persons Killed,307.0
Chennai,Weather,Sunny/Clear,Total number of Accidents,1560.0
Chennai,Weather,Sunny/Clear,Total Injured,1457.0
Coimbatore,Weather,Foggy and Misty,Greviously Injured,27.0
Coimbatore,Weather,Foggy and Misty,Minor Injury,29.0
Coimbatore,Weather,Foggy and Misty,Persons Killed,4.0
Coimbatore,Weather,Foggy and Misty,Total number of Accidents,53.0
Coimbatore,Weather,Foggy and Misty,Total Injured,56.0
Coimbatore,Weather,Hail/Sleet,Greviously Injured,0.0
Coimbatore,Weather,Hail/Sleet,Minor Injury,0.0
Coimbatore,Weather,Hail/Sleet,Persons Killed,0.0
Coimbatore,Weather,Hail/Sleet,Total number of Accidents,0.0
Coimbatore,Weather,Hail/Sleet,Total Injured,0.0
Coimbatore,Weather,Others,Greviously Injured,0.0
Coimbatore,Weather,Others,Minor Injury,0.0
Coimbatore,Weather,Others,Persons Killed,0.0
Coimbatore,Weather,Others,Total number of Accidents,0.0
Coimbatore,Weather,Others,Total Injured,0.0
Coimbatore,Weather,Rainy,Greviously Injured,53.0
Coimbatore,Weather,Rainy,Minor Injury,61.0
Coimbatore,Weather,Rainy,Persons Killed,9.0
Coimbatore,Weather,Rainy,Total number of Accidents,111.0
Coimbatore,Weather,Rainy,Total Injured,114.0
Coimbatore,Weather,Sunny/Clear,Greviously Injured,267.0
Coimbatore,Weather,Sunny/Clear,Minor Injury,285.0
Coimbatore,Weather,Sunny/Clear,Persons Killed,52.0
Coimbatore,Weather,Sunny/Clear,Total number of Accidents,543.0
Coimbatore,Weather,Sunny/Clear,Total Injured,552.0
Delhi,Weather,Foggy and Misty,Greviously Injured,13.0
Delhi,Weather,Foggy and Misty,Minor Injury,204.0
Delhi,Weather,Foggy and Misty,Persons Killed,31.0
Delhi,Weather,Foggy and Misty,Total number of Accidents,194.0
Delhi,Weather,Foggy and Misty,Total Injured,217.0
Delhi,Weather,Hail/Sleet,Greviously Injured,0.0
Delhi,Weather,Hail/Sleet,Minor Injury,0.0
Delhi,Weather,Hail/Sleet,Persons Killed,0.0
Delhi,Weather,Hail/Sleet,Total number of Accidents,0.0
Delhi,Weather,Hail/Sleet,Total Injured,0.0
Delhi,Weather,Others,Greviously Injured,76.0
Delhi,Weather,Others,Minor Injury,973.0
Delhi,Weather,Others,Persons Killed,478.0
Delhi,Weather,Others,Total number of Accidents,1334.0
Delhi,Weather,Others,Total Injured,1049.0
Delhi,Weather,Rainy,Greviously Injured,17.0
Delhi,Weather,Rainy,Minor Injury,308.0
Delhi,Weather,Rainy,Persons Killed,36.0
Delhi,Weather,Rainy,Total number of Accidents,265.0
Delhi,Weather,Rainy,Total Injured,325.0
Delhi,Weather,Sunny/Clear,Greviously Injured,106.0
Delhi,Weather,Sunny/Clear,Minor Injury,1965.0
Delhi,Weather,Sunny/Clear,Persons Killed,651.0
Delhi,Weather,Sunny/Clear,Total number of Accidents,2385.0
Delhi,Weather,Sunny/Clear,Total Injured,2071.0
Dhanbad,Weather,Foggy and Misty,Greviously Injured,5.0
Dhanbad,Weather,Foggy and Misty,Minor Injury,3.0
Dhanbad,Weather,Foggy and Misty,Persons Killed,3.0
Dhanbad,Weather,Foggy and Misty,Total number of Accidents,9.0
Dhanbad,Weather,Foggy and Misty,Total Injured,8.0
Dhanbad,Weather,Hail/Sleet,Greviously Injured,2.0
Dhanbad,Weather,Hail/Sleet,Minor Injury,4.0
Dhanbad,Weather,Hail/Sleet,Persons Killed,1.0
Dhanbad,Weather,Hail/Sleet,Total number of Accidents,8.0
Dhanbad,Weather,Hail/Sleet,Total Injured,6.0
Dhanbad,Weather,Others,Greviously Injured,18.0
Dhanbad,Weather,Others,Minor Injury,7.0
Dhanbad,Weather,Others,Persons Killed,29.0
Dhanbad,Weather,Others,Total number of Accidents,45.0
Dhanbad,Weather,Others,Total Injured,25.0
Dhanbad,Weather,Rainy,Greviously Injured,40.0
Dhanbad,Weather,Rainy,Minor Injury,8.0
Dhanbad,Weather,Rainy,Persons Killed,31.0
Dhanbad,Weather,Rainy,Total number of Accidents,74.0
Dhanbad,Weather,Rainy,Total Injured,48.0
Dhanbad,Weather,Sunny/Clear,Greviously Injured,7.0
Dhanbad,Weather,Sunny/Clear,Minor Injury,4.0
Dhanbad,Weather,Sunny/Clear,Persons Killed,19.0
Dhanbad,Weather,Sunny/Clear,Total number of Accidents,28.0
Dhanbad,Weather,Sunny/Clear,Total Injured,11.0
Faridabad,Weather,Foggy and Misty,Greviously Injured,6.0
Faridabad,Weather,Foggy and Misty,Minor Injury,37.0
Faridabad,Weather,Foggy and Misty,Persons Killed,20.0
Faridabad,Weather,Foggy and Misty,Total number of Accidents,54.0
Faridabad,Weather,Foggy and Misty,Total Injured,43.0
Faridabad,Weather,Hail/Sleet,Greviously Injured,0.0
Faridabad,Weather,Hail/Sleet,Minor Injury,0.0
Faridabad,Weather,Hail/Sleet,Persons Killed,0.0
Faridabad,Weather,Hail/Sleet,Total number of Accidents,0.0
Faridabad,Weather,Hail/Sleet,Total Injured,0.0
Faridabad,Weather,Others,Greviously Injured,0.0
Faridabad,Weather,Others,Minor Injury,0.0
Faridabad,Weather,Others,Persons Killed,0.0
Faridabad,Weather,Others,Total number of Accidents,0.0
Faridabad,Weather,Others,Total Injured,0.0
Faridabad,Weather,Rainy,Greviously Injured,0.0
Faridabad,Weather,Rainy,Minor Injury,0.0
Faridabad,Weather,Rainy,Persons Killed,0.0
Faridabad,Weather,Rainy,Total number of Accidents,0.0
Faridabad,Weather,Rainy,Total Injured,0.0
Faridabad,Weather,Sunny/Clear,Greviously Injured,59.0
Faridabad,Weather,Sunny/Clear,Minor Injury,319.0
Faridabad,Weather,Sunny/Clear,Persons Killed,175.0
Faridabad,Weather,Sunny/Clear,Total number of Accidents,435.0
Faridabad,Weather,Sunny/Clear,Total Injured,378.0
Ghaziabad,Weather,Foggy and Misty,Greviously Injured,79.0
Ghaziabad,Weather,Foggy and Misty,Minor Injury,34.0
Ghaziabad,Weather,Foggy and Misty,Persons Killed,83.0
Ghaziabad,Weather,Foggy and Misty,Total number of Accidents,187.0
Ghaziabad,Weather,Foggy and Misty,Total Injured,113.0
Ghaziabad,Weather,Hail/Sleet,Greviously Injured,0.0
Ghaziabad,Weather,Hail/Sleet,Minor Injury,0.0
Ghaziabad,Weather,Hail/Sleet,Persons Killed,0.0
Ghaziabad,Weather,Hail/Sleet,Total number of Accidents,0.0
Ghaziabad,Weather,Hail/Sleet,Total Injured,0.0
Ghaziabad,Weather,Others,Greviously Injured,52.0
Ghaziabad,Weather,Others,Minor Injury,31.0
Ghaziabad,Weather,Others,Persons Killed,61.0
Ghaziabad,Weather,Others,Total number of Accidents,109.0
Ghaziabad,Weather,Others,Total Injured,83.0
Ghaziabad,Weather,Rainy,Greviously Injured,56.0
Ghaziabad,Weather,Rainy,Minor Injury,39.0
Ghaziabad,Weather,Rainy,Persons Killed,59.0
Ghaziabad,Weather,Rainy,Total number of Accidents,142.0
Ghaziabad,Weather,Rainy,Total Injured,95.0
Ghaziabad,Weather,Sunny/Clear,Greviously Injured,110.0
Ghaziabad,Weather,Sunny/Clear,Minor Injury,64.0
Ghaziabad,Weather,Sunny/Clear,Persons Killed,123.0
Ghaziabad,Weather,Sunny/Clear,Total number of Accidents,270.0
Ghaziabad,Weather,Sunny/Clear,Total Injured,174.0
Gwalior,Weather,Foggy and Misty,Greviously Injured,0.0
Gwalior,Weather,Foggy and Misty,Minor Injury,0.0
Gwalior,Weather,Foggy and Misty,Persons Killed,0.0
Gwalior,Weather,Foggy and Misty,Total number of Accidents,0.0
Gwalior,Weather,Foggy and Misty,Total Injured,0.0
Gwalior,Weather,Hail/Sleet,Greviously Injured,0.0
Gwalior,Weather,Hail/Sleet,Minor Injury,0.0
Gwalior,Weather,Hail/Sleet,Persons Killed,0.0
Gwalior,Weather,Hail/Sleet,Total number of Accidents,0.0
Gwalior,Weather,Hail/Sleet,Total Injured,0.0
Gwalior,Weather,Others,Greviously Injured,0.0
Gwalior,Weather,Others,Minor Injury,0.0
Gwalior,Weather,Others,Persons Killed,0.0
Gwalior,Weather,Others,Total number of Accidents,0.0
Gwalior,Weather,Others,Total Injured,0.0
Gwalior,Weather,Rainy,Greviously Injured,0.0
Gwalior,Weather,Rainy,Minor Injury,0.0
Gwalior,Weather,Rainy,Persons Killed,0.0
Gwalior,Weather,Rainy,Total number of Accidents,0.0
Gwalior,Weather,Rainy,Total Injured,0.0
Gwalior,Weather,Sunny/Clear,Greviously Injured,95.0
Gwalior,Weather,Sunny/Clear,Minor Injury,1234.0
Gwalior,Weather,Sunny/Clear,Persons Killed,316.0
Gwalior,Weather,Sunny/Clear,Total number of Accidents,1799.0
Gwalior,Weather,Sunny/Clear,Total Injured,1329.0
Hyderabad,Weather,Foggy and Misty,Greviously Injured,1.0
Hyderabad,Weather,Foggy and Misty,Minor Injury,15.0
Hyderabad,Weather,Foggy and Misty,Persons Killed,3.0
Hyderabad,Weather,Foggy and Misty,Total number of Accidents,16.0
Hyderabad,Weather,Foggy and Misty,Total Injured,16.0
Hyderabad,Weather,Hail/Sleet,Greviously Injured,0.0
Hyderabad,Weather,Hail/Sleet,Minor Injury,1.0
Hyderabad,Weather,Hail/Sleet,Persons Killed,0.0
Hyderabad,Weather,Hail/Sleet,Total number of Accidents,1.0
Hyderabad,Weather,Hail/Sleet,Total Injured,1.0
Hyderabad,Weather,Others,Greviously Injured,22.0
Hyderabad,Weather,Others,Minor Injury,489.0
Hyderabad,Weather,Others,Persons Killed,73.0
Hyderabad,Weather,Others,Total number of Accidents,562.0
Hyderabad,Weather,Others,Total Injured,511.0
Hyderabad,Weather,Rainy,Greviously Injured,0.0
Hyderabad,Weather,Rainy,Minor Injury,13.0
Hyderabad,Weather,Rainy,Persons Killed,0.0
Hyderabad,Weather,Rainy,Total number of Accidents,9.0
Hyderabad,Weather,Rainy,Total Injured,13.0
Hyderabad,Weather,Sunny/Clear,Greviously Injured,74.0
Hyderabad,Weather,Sunny/Clear,Minor Injury,1277.0
Hyderabad,Weather,Sunny/Clear,Persons Killed,178.0
Hyderabad,Weather,Sunny/Clear,Total number of Accidents,1476.0
Hyderabad,Weather,Sunny/Clear,Total Injured,1351.0
Indore,Weather,Foggy and Misty,Greviously Injured,0.0
Indore,Weather,Foggy and Misty,Minor Injury,0.0
Indore,Weather,Foggy and Misty,Persons Killed,0.0
Indore,Weather,Foggy and Misty,Total number of Accidents,0.0
Indore,Weather,Foggy and Misty,Total Injured,0.0
Indore,Weather,Hail/Sleet,Greviously Injured,0.0
Indore,Weather,Hail/Sleet,Minor Injury,0.0
Indore,Weather,Hail/Sleet,Persons Killed,0.0
Indore,Weather,Hail/Sleet,Total number of Accidents,0.0
Indore,Weather,Hail/Sleet,Total Injured,0.0
Indore,Weather,Others,Greviously Injured,19.0
Indore,Weather,Others,Minor Injury,262.0
Indore,Weather,Others,Persons Killed,39.0
Indore,Weather,Others,Total number of Accidents,344.0
Indore,Weather,Others,Total Injured,281.0
Indore,Weather,Rainy,Greviously Injured,0.0
Indore,Weather,Rainy,Minor Injury,0.0
Indore,Weather,Rainy,Persons Killed,0.0
Indore,Weather,Rainy,Total number of Accidents,0.0
Indore,Weather,Rainy,Total Injured,0.0
Indore,Weather,Sunny/Clear,Greviously Injured,203.0
Indore,Weather,Sunny/Clear,Minor Injury,2164.0
Indore,Weather,Sunny/Clear,Persons Killed,420.0
Indore,Weather,Sunny/Clear,Total number of Accidents,2692.0
Indore,Weather,Sunny/Clear,Total Injured,2367.0
Jabalpur,Weather,Foggy and Misty,Greviously Injured,34.0
Jabalpur,Weather,Foggy and Misty,Minor Injury,169.0
Jabalpur,Weather,Foggy and Misty,Persons Killed,29.0
Jabalpur,Weather,Foggy and Misty,Total number of Accidents,222.0
Jabalpur,Weather,Foggy and Misty,Total Injured,203.0
Jabalpur,Weather,Hail/Sleet,Greviously Injured,0.0
Jabalpur,Weather,Hail/Sleet,Minor Injury,0.0
Jabalpur,Weather,Hail/Sleet,Persons Killed,0.0
Jabalpur,Weather,Hail/Sleet,Total number of Accidents,0.0
Jabalpur,Weather,Hail/Sleet,Total Injured,0.0
Jabalpur,Weather,Others,Greviously Injured,91.0
Jabalpur,Weather,Others,Minor Injury,579.0
Jabalpur,Weather,Others,Persons Killed,58.0
Jabalpur,Weather,Others,Total number of Accidents,694.0
Jabalpur,Weather,Others,Total Injured,670.0
Jabalpur,Weather,Rainy,Greviously Injured,21.0
Jabalpur,Weather,Rainy,Minor Injury,160.0
Jabalpur,Weather,Rainy,Persons Killed,30.0
Jabalpur,Weather,Rainy,Total number of Accidents,205.0
Jabalpur,Weather,Rainy,Total Injured,181.0
Jabalpur,Weather,Sunny/Clear,Greviously Injured,344.0
Jabalpur,Weather,Sunny/Clear,Minor Injury,1859.0
Jabalpur,Weather,Sunny/Clear,Persons Killed,305.0
Jabalpur,Weather,Sunny/Clear,Total number of Accidents,2105.0
Jabalpur,Weather,Sunny/Clear,Total Injured,2203.0
Jaipur,Weather,Foggy and Misty,Greviously Injured,7.0
Jaipur,Weather,Foggy and Misty,Minor Injury,12.0
Jaipur,Weather,Foggy and Misty,Persons Killed,0.0
Jaipur,Weather,Foggy and Misty,Total number of Accidents,15.0
Jaipur,Weather,Foggy and Misty,Total Injured,19.0
Jaipur,Weather,Hail/Sleet,Greviously Injured,0.0
Jaipur,Weather,Hail/Sleet,Minor Injury,0.0
Jaipur,Weather,Hail/Sleet,Persons Killed,0.0
Jaipur,Weather,Hail/Sleet,Total number of Accidents,0.0
Jaipur,Weather,Hail/Sleet,Total Injured,0.0
Jaipur,Weather,Others,Greviously Injured,0.0
Jaipur,Weather,Others,Minor Injury,0.0
Jaipur,Weather,Others,Persons Killed,1.0
Jaipur,Weather,Others,Total number of Accidents,1.0
Jaipur,Weather,Others,Total Injured,0.0
Jaipur,Weather,Rainy,Greviously Injured,0.0
Jaipur,Weather,Rainy,Minor Injury,0.0
Jaipur,Weather,Rainy,Persons Killed,0.0
Jaipur,Weather,Rainy,Total number of Accidents,0.0
Jaipur,Weather,Rainy,Total Injured,0.0
Jaipur,Weather,Sunny/Clear,Greviously Injured,437.0
Jaipur,Weather,Sunny/Clear,Minor Injury,1112.0
Jaipur,Weather,Sunny/Clear,Persons Killed,605.0
Jaipur,Weather,Sunny/Clear,Total number of Accidents,1924.0
Jaipur,Weather,Sunny/Clear,Total Injured,1549.0
Jamshedpur,Weather,Foggy and Misty,Greviously Injured,18.0
Jamshedpur,Weather,Foggy and Misty,Minor Injury,3.0
Jamshedpur,Weather,Foggy and Misty,Persons Killed,12.0
Jamshedpur,Weather,Foggy and Misty,Total number of Accidents,30.0
Jamshedpur,Weather,Foggy and Misty,Total Injured,21.0
Jamshedpur,Weather,Hail/Sleet,Greviously Injured,0.0
Jamshedpur,Weather,Hail/Sleet,Minor Injury,0.0
Jamshedpur,Weather,Hail/Sleet,Persons Killed,0.0
Jamshedpur,Weather,Hail/Sleet,Total number of Accidents,0.0
Jamshedpur,Weather,Hail/Sleet,Total Injured,0.0
Jamshedpur,Weather,Others,Greviously Injured,8.0
Jamshedpur,Weather,Others,Minor Injury,2.0
Jamshedpur,Weather,Others,Persons Killed,4.0
Jamshedpur,Weather,Others,Total number of Accidents,9.0
Jamshedpur,Weather,Others,Total Injured,10.0
Jamshedpur,Weather,Rainy,Greviously Injured,23.0
Jamshedpur,Weather,Rainy,Minor Injury,4.0
Jamshedpur,Weather,Rainy,Persons Killed,14.0
Jamshedpur,Weather,Rainy,Total number of Accidents,36.0
Jamshedpur,Weather,Rainy,Total Injured,27.0
Jamshedpur,Weather,Sunny/Clear,Greviously Injured,27.0
Jamshedpur,Weather,Sunny/Clear,Minor Injury,6.0
Jamshedpur,Weather,Sunny/Clear,Persons Killed,17.0
Jamshedpur,Weather,Sunny/Clear,Total number of Accidents,44.0
Jamshedpur,Weather,Sunny/Clear,Total Injured,33.0
Jodhpur,Weather,Foggy and Misty,Greviously Injured,1.0
Jodhpur,Weather,Foggy and Misty,Minor Injury,21.0
Jodhpur,Weather,Foggy and Misty,Persons Killed,26.0
Jodhpur,Weather,Foggy and Misty,Total number of Accidents,42.0
Jodhpur,Weather,Foggy and Misty,Total Injured,22.0
Jodhpur,Weather,Hail/Sleet,Greviously Injured,0.0
Jodhpur,Weather,Hail/Sleet,Minor Injury,0.0
Jodhpur,Weather,Hail/Sleet,Persons Killed,0.0
Jodhpur,Weather,Hail/Sleet,Total number of Accidents,0.0
Jodhpur,Weather,Hail/Sleet,Total Injured,0.0
Jodhpur,Weather,Others,Greviously Injured,3.0
Jodhpur,Weather,Others,Minor Injury,11.0
Jodhpur,Weather,Others,Persons Killed,13.0
Jodhpur,Weather,Others,Total number of Accidents,19.0
Jodhpur,Weather,Others,Total Injured,14.0
Jodhpur,Weather,Rainy,Greviously Injured,0.0
Jodhpur,Weather,Rainy,Minor Injury,0.0
Jodhpur,Weather,Rainy,Persons Killed,0.0
Jodhpur,Weather,Rainy,Total number of Accidents,0.0
Jodhpur,Weather,Rainy,Total Injured,0.0
Jodhpur,Weather,Sunny/Clear,Greviously Injured,29.0
Jodhpur,Weather,Sunny/Clear,Minor Injury,142.0
Jodhpur,Weather,Sunny/Clear,Persons Killed,103.0
Jodhpur,Weather,Sunny/Clear,Total number of Accidents,231.0
Jodhpur,Weather,Sunny/Clear,Total Injured,171.0
Kannur,Weather,Foggy and Misty,Greviously Injured,0.0
Kannur,Weather,Foggy and Misty,Minor Injury,0.0
Kannur,Weather,Foggy and Misty,Persons Killed,0.0
Kannur,Weather,Foggy and Misty,Total number of Accidents,0.0
Kannur,Weather,Foggy and Misty,Total Injured,0.0
Kannur,Weather,Hail/Sleet,Greviously Injured,0.0
Kannur,Weather,Hail/Sleet,Minor Injury,0.0
Kannur,Weather,Hail/Sleet,Persons Killed,0.0
Kannur,Weather,Hail/Sleet,Total number of Accidents,0.0
Kannur,Weather,Hail/Sleet,Total Injured,0.0
Kannur,Weather,Others,Greviously Injured,0.0
Kannur,Weather,Others,Minor Injury,0.0
Kannur,Weather,Others,Persons Killed,0.0
Kannur,Weather,Others,Total number of Accidents,0.0
Kannur,Weather,Others,Total Injured,0.0
Kannur,Weather,Rainy,Greviously Injured,63.0
Kannur,Weather,Rainy,Minor Injury,51.0
Kannur,Weather,Rainy,Persons Killed,9.0
Kannur,Weather,Rainy,Total number of Accidents,94.0
Kannur,Weather,Rainy,Total Injured,114.0
Kannur,Weather,Sunny/Clear,Greviously Injured,241.0
Kannur,Weather,Sunny/Clear,Minor Injury,218.0
Kannur,Weather,Sunny/Clear,Persons Killed,48.0
Kannur,Weather,Sunny/Clear,Total number of Accidents,410.0
Kannur,Weather,Sunny/Clear,Total Injured,459.0
Kanpur,Weather,Foggy and Misty,Greviously Injured,197.0
Kanpur,Weather,Foggy and Misty,Minor Injury,17.0
Kanpur,Weather,Foggy and Misty,Persons Killed,172.0
